Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Vodka,Dr. Pepper,Alcoholic,301,8541,6243,2298,2/5/2023,Steven Walker,Florida,South Adammouth,68033,1-01-367454-5
Black Tea,Pepsi,Tea,207,2064,1210,854,12/1/2022,Brandon Shaw,Washington,Andersonmouth,73061,1-4795-3471-4
Herbal Tea,Pepsi,Tea,701,1504,6028,-4524,6/11/2021,Stephanie Barber,Maryland,East Thomas,96831,0-530-69913-3
Cola,Coca-Cola,Soft Drink,919,7037,4323,2714,8/20/2020,Jennifer Stewart,Colorado,Matthewland,55758,1-71288-376-3
Coffee,Pepsi,Coffee,992,9909,5849,4060,8/6/2022,Todd Gibbs,New Mexico,Danielchester,68049,0-229-49438-2
Beer,Pepsi,Alcoholic,308,9905,514,9391,2/8/2021,Robert Costa,California,South Brian,99801,0-680-20988-3
Vodka,Coca-Cola,Alcoholic,475,1168,6704,-5536,6/29/2020,David Cole,New York,Port Alan,70188,1-02-426772-5
Wine,Pepsi,Alcoholic,378,1370,7472,-6102,2/25/2023,Gordon Bell,Connecticut,Batesside,2858,0-270-13666-5
Green Tea,Coca-Cola,Tea,508,9320,5458,3862,4/29/2021,Linda Holmes,Utah,Perrymouth,55043,0-7155-1622-1
Herbal Tea,Pepsi,Tea,350,5085,6524,-1439,11/1/2020,Dr. Philip Potter,Hawaii,Shannonborough,98663,1-65955-768-2
Black Tea,Pepsi,Tea,761,9688,4333,5355,6/3/2020,Megan Olson,New Mexico,Johnburgh,37607,1-02-751475-8
Green Tea,Pepsi,Tea,816,5038,6718,-1680,6/30/2021,Steve Gray,Montana,South Martha,97459,0-04-853154-5
Cola,Coca-Cola,Soft Drink,249,3831,755,3076,9/9/2020,Tammy Ferrell,Vermont,Lake Kimberly,46111,1-358-82830-X
Herbal Tea,Dr. Pepper,Tea,545,1054,1589,-535,3/26/2020,Stephanie Reynolds,Ohio,Cherylland,85722,1-4138-8622-1
Coffee,Dr. Pepper,Coffee,477,3132,7432,-4300,10/3/2020,Sheila Wilson,Arizona,South Rachelton,97221,0-510-06867-7
Beer,Pepsi,Alcoholic,867,5931,2714,3217,7/11/2020,Morgan Davis,North Dakota,New Donnatown,36732,0-666-13799-4
Lemonade,Dr. Pepper,Soft Drink,307,9680,5880,3800,3/14/2023,Kathryn King,South Dakota,Port Laura,6316,0-9571725-7-5
Lemonade,Pepsi,Soft Drink,577,8569,4135,4434,1/25/2020,Latoya Thomas,Tennessee,Lewistown,47031,0-566-76822-4
Energy Drink,Dr. Pepper,Soft Drink,631,8839,1093,7746,9/20/2022,Tyler Garcia,New Mexico,West Johnton,37748,1-5474-5076-2
Cola,Pepsi,Soft Drink,625,3642,2780,862,3/4/2023,Caitlin Cole,Mississippi,Wilsonport,11730,0-7617-2872-4
Cola,Pepsi,Soft Drink,505,6468,1009,5459,6/1/2021,James Kerr,Georgia,New Kathleenburgh,59394,1-08-178766-X
Wine,Pepsi,Alcoholic,321,1016,2062,-1046,3/13/2022,Dr. Kevin Cox,Rhode Island,Port Tammie,4219,0-368-66475-9
Coffee,Coca-Cola,Coffee,309,4298,4490,-192,5/13/2021,Sara Pineda,Idaho,Jonathanhaven,85623,0-642-25438-9
Beer,Dr. Pepper,Alcoholic,650,6769,801,5968,11/14/2022,Kelly Pierce,North Carolina,Prattburgh,39676,0-89429-423-7
Cola,Coca-Cola,Soft Drink,451,3007,2582,425,1/27/2020,Amber Daniels,Maryland,Jonesberg,38377,1-69566-147-8
Green Tea,Dr. Pepper,Tea,133,7231,1980,5251,1/29/2020,Michael Davis,Alaska,Douglasberg,5377,0-9924353-3-1
Green Tea,Dr. Pepper,Tea,180,7719,3658,4061,6/28/2021,Kenneth Rogers,Mississippi,Shermanfort,57157,1-125-33926-8
Wine,Pepsi,Alcoholic,145,6259,5940,319,5/6/2020,Lynn Mckenzie,Nebraska,Whitechester,42464,1-9819-2248-2
Herbal Tea,Coca-Cola,Tea,517,3570,6050,-2480,10/25/2021,Randy Sanchez,Alabama,Cookeburgh,46687,1-178-70300-2
Vodka,Pepsi,Alcoholic,992,8687,3731,4956,8/2/2021,Leah Kaiser,Missouri,Jasonmouth,76671,1-80217-233-5
Vodka,Coca-Cola,Alcoholic,474,2201,972,1229,9/28/2021,Carlos Young,Alabama,New Andrewchester,56023,1-382-13508-4
Black Tea,Dr. Pepper,Tea,977,7589,7064,525,7/8/2020,Melissa Perez,New York,Jasonborough,68115,1-63771-218-9
Lemonade,Dr. Pepper,Soft Drink,265,3893,4983,-1090,2/22/2022,Debra George,North Dakota,Nathanborough,19808,1-62128-517-0
Wine,Pepsi,Alcoholic,705,6441,4857,1584,2/25/2020,Kayla Gentry,Wisconsin,Baileyport,96785,0-14-271896-3
Lemonade,Coca-Cola,Soft Drink,841,7649,6544,1105,7/16/2020,Vanessa Alexander,New York,New Brent,64774,0-08-196931-7
Black Tea,Pepsi,Tea,325,9108,4451,4657,9/16/2020,Suzanne White,Arizona,New James,63544,1-390-48402-5
Green Tea,Dr. Pepper,Tea,155,4581,4028,553,2/9/2022,Mark Lewis,Rhode Island,South Melissa,7518,0-908644-78-7
Lemonade,Coca-Cola,Soft Drink,920,3169,7352,-4183,6/30/2023,Donald Carrillo,New Hampshire,Sanchezhaven,89795,1-4497-8139-X
Herbal Tea,Dr. Pepper,Tea,690,5313,4237,1076,1/10/2020,Luis Ramirez,North Carolina,North Carolyn,38922,1-4354-5619-X
Beer,Dr. Pepper,Alcoholic,951,3442,5630,-2188,10/31/2021,Amanda Leach,Colorado,Melissamouth,57468,1-70466-659-7
Beer,Dr. Pepper,Alcoholic,437,7271,6527,744,6/16/2020,William Bennett,Missouri,South Sabrinafurt,97350,1-55354-646-6
Wine,Coca-Cola,Alcoholic,630,6592,2838,3754,2/3/2023,Jimmy Rosales,Connecticut,Kathychester,98104,0-939291-19-3
Vodka,Pepsi,Alcoholic,160,6374,5966,408,11/8/2022,Wayne Brown,Delaware,Olsonchester,38673,0-9581417-3-8
Vodka,Dr. Pepper,Alcoholic,343,9699,1617,8082,10/4/2022,Melissa Santana,Michigan,Johnville,36605,1-57995-140-6
Lemonade,Dr. Pepper,Soft Drink,525,5766,7261,-1495,9/16/2021,Kyle Nelson,West Virginia,West Emilystad,96718,1-4330-8983-1
Beer,Dr. Pepper,Alcoholic,156,8783,660,8123,8/15/2021,Tyler Hanson,Minnesota,Aprilfort,97619,0-447-96016-4
Energy Drink,Coca-Cola,Soft Drink,935,5651,3122,2529,2/23/2022,Ashley Jones,Arizona,Heatherburgh,96830,0-08-528511-0
Vodka,Coca-Cola,Alcoholic,711,8687,6032,2655,4/24/2020,James Garza,Minnesota,Lake Douglas,41613,0-9657415-0-8
Coffee,Coca-Cola,Coffee,939,8622,7970,652,1/29/2023,William Barron,South Carolina,West Jamesview,6230,0-8298-8810-1
Herbal Tea,Coca-Cola,Tea,955,3844,2509,1335,6/30/2021,Nathan Jackson,North Carolina,East Margaret,56604,1-4878-3405-5
Herbal Tea,Coca-Cola,Tea,129,7973,1316,6657,9/26/2022,Holly Dawson,Texas,Port Chadfurt,68110,1-5388-0042-X
Coffee,Dr. Pepper,Coffee,748,2660,6006,-3346,3/12/2023,Valerie Boyd,Kentucky,Port Mark,50425,1-4363-1946-3
Green Tea,Pepsi,Tea,495,7875,5309,2566,2/2/2020,Eric Flores,Oklahoma,West James,4807,0-87672-578-7
Green Tea,Pepsi,Tea,853,4519,3200,1319,5/25/2023,Robert Trujillo,Vermont,Katherinemouth,88317,1-63551-134-8
Black Tea,Pepsi,Tea,960,6605,5667,938,7/28/2022,Nicole Poole,Delaware,Payneport,89225,1-130-62382-3
Herbal Tea,Coca-Cola,Tea,475,9281,4982,4299,12/3/2022,Nicole Lee,California,Port Jasonport,62201,0-550-81033-1
Cola,Coca-Cola,Soft Drink,103,7832,2101,5731,4/27/2021,Patrick King,Connecticut,Michelleport,7873,0-457-96260-7
Beer,Coca-Cola,Alcoholic,706,8282,5441,2841,1/3/2020,Mr. Richard Fitzgerald,Arizona,Lake Andrew,2415,1-390-26137-9
Wine,Coca-Cola,Alcoholic,220,7958,5397,2561,8/1/2022,Craig Stokes,Alabama,Garyland,19830,1-68542-670-0
Lemonade,Pepsi,Soft Drink,729,3753,1028,2725,5/20/2020,Steven Griffin,North Dakota,West Ericside,26738,1-74544-937-X
Beer,Coca-Cola,Alcoholic,390,3686,7363,-3677,10/20/2020,Garrett Delgado,Michigan,Amberburgh,49007,1-4874-7227-7
Energy Drink,Pepsi,Soft Drink,155,8074,4879,3195,9/15/2021,Brandon Reid,Utah,Smithton,72306,0-427-19297-8
Vodka,Pepsi,Alcoholic,449,9161,7106,2055,6/20/2020,Dana Hughes,Vermont,Port Wendyview,39132,1-277-12463-9
Coffee,Coca-Cola,Coffee,194,4390,6654,-2264,3/17/2022,Joshua Reid,Oklahoma,West Lauren,58671,0-612-67354-5
Cola,Pepsi,Soft Drink,291,1561,3752,-2191,2/20/2021,Aaron Turner,Michigan,North Andrewton,99884,1-03-715724-9
Cola,Pepsi,Soft Drink,210,3177,2179,998,12/28/2020,David Becker,Michigan,Fisherport,5149,1-210-60674-7
Coffee,Pepsi,Coffee,319,8623,600,8023,6/13/2021,Danny Johnson,Florida,Lake Kristinashire,86248,1-63336-759-2
Wine,Pepsi,Alcoholic,342,2323,5649,-3326,2/1/2020,Preston Lee,California,Lawsonview,14030,0-7461-2710-3
Beer,Pepsi,Alcoholic,819,6484,4837,1647,12/7/2022,Allen Anderson,Connecticut,New Terry,56534,1-56364-604-8
Wine,Coca-Cola,Alcoholic,245,6551,6597,-46,7/6/2021,Heather Christian,North Dakota,South Kathleenbury,88276,1-82716-984-2
Beer,Pepsi,Alcoholic,297,7072,3742,3330,10/17/2020,Billy Harrison,South Dakota,New James,3337,1-79869-226-0
Vodka,Dr. Pepper,Alcoholic,582,8945,7261,1684,1/18/2023,Carlos Garcia,Oregon,Port Mathew,70221,1-256-09977-5
Green Tea,Dr. Pepper,Tea,277,8353,3638,4715,3/20/2020,Thomas Pena,Missouri,Mitchellshire,58499,1-68847-015-8
Energy Drink,Pepsi,Soft Drink,620,3383,3659,-276,4/6/2023,Kristi Becker,Colorado,Kristihaven,89470,1-58650-233-6
Energy Drink,Pepsi,Soft Drink,806,8068,4219,3849,7/2/2023,Karen Marshall,Virginia,Erintown,68053,0-371-31201-9
Lemonade,Coca-Cola,Soft Drink,689,4711,3961,750,5/25/2021,Diane Nichols,Nevada,Yangville,99065,0-269-42910-7
Vodka,Pepsi,Alcoholic,399,7314,2586,4728,4/28/2023,Karen Turner,Indiana,Michaelfort,85756,0-355-06900-8
Lemonade,Pepsi,Soft Drink,992,1114,4032,-2918,5/25/2023,Jesse Summers,Louisiana,East Stephen,31271,0-9932795-2-X
Green Tea,Pepsi,Tea,725,7181,6491,690,4/17/2020,Courtney Gonzalez,Connecticut,South Krista,99596,0-7551-9632-5
Cola,Pepsi,Soft Drink,342,6788,4246,2542,4/1/2020,Carolyn Davis,North Carolina,Nicholashaven,31905,0-09-570936-3
Lemonade,Pepsi,Soft Drink,724,1382,3426,-2044,2/16/2021,April Davis,Wisconsin,South Ryan,16558,1-102-71004-0
Cola,Pepsi,Soft Drink,266,4446,4849,-403,12/8/2022,Linda Wright,Oregon,East Jeffrey,83869,0-505-35755-0
Lemonade,Dr. Pepper,Soft Drink,665,2370,6616,-4246,12/6/2021,Patricia Peterson,Iowa,West Kristy,87842,1-65374-044-2
Black Tea,Coca-Cola,Tea,210,2094,1478,616,12/6/2022,Jamie Mejia,Texas,New Holly,29126,1-955622-78-7
Wine,Coca-Cola,Alcoholic,916,7481,3973,3508,1/12/2022,Brooke Turner,Mississippi,New Melissa,73099,0-19-559686-2
Wine,Dr. Pepper,Alcoholic,314,5670,1866,3804,4/14/2023,Andrew Ingram,Vermont,Cherylstad,87589,0-8016-5384-3
Green Tea,Dr. Pepper,Tea,242,1655,6010,-4355,10/22/2021,James Johnson,Washington,Meganchester,81488,1-396-73418-X
Coffee,Coca-Cola,Coffee,307,5623,6313,-690,5/20/2020,Amber Tapia,Ohio,Erikahaven,82177,1-75141-337-3
Cola,Pepsi,Soft Drink,231,9577,7292,2285,7/15/2023,Jeremy Lopez,Texas,Johnsonstad,6058,1-282-79658-5
Beer,Dr. Pepper,Alcoholic,366,3510,1290,2220,9/10/2021,Jennifer Williams,Illinois,Philipton,21314,1-325-63748-3
Green Tea,Pepsi,Tea,423,7951,2593,5358,4/27/2022,Mrs. Catherine Owens,Texas,Michaelborough,8897,1-252-18375-5
Black Tea,Coca-Cola,Tea,167,2326,7421,-5095,2/2/2022,Charles Shaw,Vermont,Taylorborough,59653,0-679-75027-4
Cola,Dr. Pepper,Soft Drink,872,5835,7406,-1571,5/30/2021,Gregory Lucas,New Jersey,East Royburgh,61698,0-489-30471-0
Beer,Dr. Pepper,Alcoholic,952,8565,7721,844,1/5/2022,Joshua Moreno,New Hampshire,West Madisonberg,57469,1-204-42436-5
Vodka,Dr. Pepper,Alcoholic,858,6580,2239,4341,10/27/2020,Patricia Graham,Kentucky,New Melissa,95242,0-7222-8089-0
Beer,Dr. Pepper,Alcoholic,657,1766,2570,-804,7/19/2021,Aaron White,Texas,East Teresaview,5197,1-70002-884-7
Green Tea,Pepsi,Tea,668,4775,974,3801,9/22/2020,Lauren Smith,South Carolina,East Stephanie,84560,0-7100-9867-7
Herbal Tea,Coca-Cola,Tea,271,7227,777,6450,11/23/2021,Johnathan Moyer,California,South Jillbury,55764,1-5295-3410-0
Coffee,Dr. Pepper,Coffee,582,2307,4717,-2410,6/14/2022,Dustin Mack,Idaho,East Andrew,18086,0-558-72507-4
Coffee,Dr. Pepper,Coffee,689,7637,5764,1873,3/6/2020,Jacob Woods,Georgia,North Justin,14731,1-55791-739-6
Green Tea,Dr. Pepper,Tea,542,7886,4678,3208,4/17/2023,Dean Sanchez,Florida,South Michele,99773,1-02-679523-0
Lemonade,Dr. Pepper,Soft Drink,460,1138,1181,-43,3/19/2022,Denise Mcintyre,North Carolina,West Cynthiabury,70617,0-88180-684-6
Cola,Coca-Cola,Soft Drink,214,8360,1872,6488,10/31/2021,Lynn Thomas,Iowa,South Christinamouth,37834,0-580-18529-X
Cola,Pepsi,Soft Drink,256,3392,5300,-1908,6/15/2023,Joseph Warren,Maryland,South Samanthatown,87913,0-2280-8886-0
Herbal Tea,Coca-Cola,Tea,256,8692,1418,7274,4/17/2023,Kim Meyer,Kentucky,Whitestad,61260,0-18-990957-9
Wine,Pepsi,Alcoholic,389,1200,6213,-5013,8/3/2021,Ronald Stevenson,Texas,East Samantha,21631,1-08-256712-4
Vodka,Dr. Pepper,Alcoholic,775,7031,3182,3849,11/26/2021,Peter Walker,New Mexico,West Karlaborough,18373,1-03-202371-6
Coffee,Pepsi,Coffee,976,9901,2513,7388,8/14/2022,Mary Ball,Tennessee,Sarahaven,99864,0-7137-3094-3
Cola,Pepsi,Soft Drink,605,8208,512,7696,4/12/2022,Paul Mclaughlin,Connecticut,Amandaport,21706,1-84659-439-1
Lemonade,Dr. Pepper,Soft Drink,161,1664,1114,550,9/19/2021,Susan Fox,West Virginia,Port Jon,66243,0-8234-8081-X
Beer,Dr. Pepper,Alcoholic,184,1291,4484,-3193,12/18/2020,Tina Parker,Indiana,North Erikfort,3109,0-16-544107-0
Energy Drink,Dr. Pepper,Soft Drink,290,7167,742,6425,6/5/2022,Mark Mosley,Virginia,Bauerville,94200,0-393-97343-3
Green Tea,Pepsi,Tea,275,5422,4321,1101,8/26/2021,David Green,Louisiana,Lake Robert,72240,0-7160-6489-8
Beer,Pepsi,Alcoholic,510,5537,4659,878,8/13/2022,David Rubio,South Carolina,New Bonniechester,66296,0-901604-79-8
Lemonade,Pepsi,Soft Drink,388,1441,6101,-4660,8/24/2020,Gina Anderson,Washington,Port John,84467,1-921486-77-5
Herbal Tea,Dr. Pepper,Tea,732,8472,3457,5015,2/28/2023,Nicholas Williams,Minnesota,East Sarah,83642,0-498-47533-6
Beer,Pepsi,Alcoholic,639,8410,4820,3590,4/6/2021,John Davis,Wyoming,Port Sara,25632,1-72854-518-8
Cola,Pepsi,Soft Drink,647,2386,2990,-604,6/1/2022,Kenneth Clarke,Arizona,Michaelstad,84550,1-195-30071-9
Herbal Tea,Dr. Pepper,Tea,821,6849,1664,5185,11/18/2022,Aaron Peters,Hawaii,Port Christinaville,80817,1-921314-15-X
Herbal Tea,Pepsi,Tea,199,3455,6044,-2589,2/8/2022,Jennifer Brown,Montana,Jacobhaven,80282,1-4158-1662-X
Energy Drink,Coca-Cola,Soft Drink,315,6757,4081,2676,6/8/2023,Debra Wilkerson,Delaware,Alanview,24353,0-911085-02-5
Lemonade,Pepsi,Soft Drink,463,1597,512,1085,6/16/2020,Sean Spencer,Mississippi,Liutown,59344,1-05-561135-5
Black Tea,Pepsi,Tea,471,4448,5573,-1125,8/25/2021,Kristina Zuniga,Colorado,Michaelview,48489,0-15-470903-4
Beer,Pepsi,Alcoholic,177,3884,3655,229,2/13/2020,Janet Alexander,Massachusetts,Port Joseph,43150,1-5133-5978-9
Wine,Coca-Cola,Alcoholic,724,2145,2350,-205,6/28/2021,Robert Blankenship,Alaska,East Mikeview,58212,1-79917-551-0
Beer,Dr. Pepper,Alcoholic,449,4880,7602,-2722,2/22/2021,Katherine Church,Texas,Lake Amber,45282,1-4825-6273-1
Vodka,Dr. Pepper,Alcoholic,766,8297,4954,3343,1/16/2022,Joel Bird,Alabama,New Amy,1247,0-8135-5714-3
Cola,Dr. Pepper,Soft Drink,183,9315,638,8677,7/5/2020,Jillian Meadows,Maine,Schwartzchester,19723,1-916503-24-1
Coffee,Pepsi,Coffee,511,8397,3940,4457,3/21/2020,Rachel Harmon,Virginia,New Elizabeth,83059,0-583-11754-6
Black Tea,Dr. Pepper,Tea,798,8836,4820,4016,1/27/2021,Alyssa Price,Nebraska,Brendanberg,82925,0-00-665701-X
Lemonade,Coca-Cola,Soft Drink,119,5832,1196,4636,2/10/2022,Mark Ford,Vermont,South Janice,3642,1-236-24895-3
Cola,Dr. Pepper,Soft Drink,717,9617,2719,6898,10/3/2021,Kathleen Brown,Mississippi,New Caitlin,96892,0-16-735877-4
Lemonade,Dr. Pepper,Soft Drink,353,8466,6366,2100,10/5/2022,Belinda Wood,South Dakota,Erinbury,38215,1-307-51342-5
Lemonade,Dr. Pepper,Soft Drink,333,9886,5446,4440,4/28/2020,Steve Jones,Nevada,Lake Sharon,39048,0-483-68731-6
Energy Drink,Dr. Pepper,Soft Drink,560,1572,3228,-1656,5/31/2023,Cynthia Evans,Oklahoma,Port Kevinport,37165,0-429-88928-3
Green Tea,Dr. Pepper,Tea,879,5031,5479,-448,3/8/2023,Danielle Weaver,Washington,Chapmanmouth,57540,0-578-61492-8
Wine,Coca-Cola,Alcoholic,814,5074,2503,2571,5/14/2021,Brendan Cardenas,Hawaii,South James,97298,0-9874056-0-8
Vodka,Dr. Pepper,Alcoholic,685,1249,3283,-2034,5/10/2021,William Miller,New York,New Kimberly,83620,1-76424-672-1
Herbal Tea,Dr. Pepper,Tea,167,3596,7689,-4093,7/29/2023,Tina Banks,Texas,Paulton,49135,1-123-11838-8
Herbal Tea,Coca-Cola,Tea,210,9724,686,9038,8/30/2022,Thomas Rice,New Mexico,Lake William,12302,0-696-51578-4
Lemonade,Coca-Cola,Soft Drink,852,1624,1171,453,11/21/2020,Brandi Taylor,New Mexico,South Leah,55046,0-339-42363-3
Herbal Tea,Coca-Cola,Tea,836,9019,2661,6358,5/14/2023,Jodi Walker,Pennsylvania,North Davidshire,7672,1-77287-777-8
Herbal Tea,Coca-Cola,Tea,460,9231,1935,7296,7/2/2022,William Hensley Jr.,Montana,West Madisonshire,44994,1-4816-8339-X
Beer,Dr. Pepper,Alcoholic,340,9220,3379,5841,6/20/2022,Jennifer Anderson,Hawaii,Sanchezbury,71108,0-8024-9781-0
Green Tea,Dr. Pepper,Tea,591,2369,758,1611,12/4/2021,Melissa Carr,Virginia,West Amandaview,50444,0-7777-5784-2
Black Tea,Dr. Pepper,Tea,783,6626,5664,962,3/12/2022,Stephen Moyer,Mississippi,Hillhaven,8411,1-891814-07-9
Green Tea,Pepsi,Tea,186,9135,4932,4203,6/25/2021,William Griffin,Wyoming,Ortegaland,85610,0-468-17687-X
Coffee,Coca-Cola,Coffee,153,9839,5092,4747,10/21/2021,Jamie Adams,Rhode Island,North Jonton,55287,1-213-57070-0
Cola,Dr. Pepper,Soft Drink,641,5557,3637,1920,7/2/2020,Alyssa Rivers,Vermont,West Kimberly,8809,1-03-122663-X
Lemonade,Coca-Cola,Soft Drink,267,5650,4445,1205,8/18/2021,Nichole Hudson,Hawaii,New Kevin,93792,1-169-31411-2
Herbal Tea,Coca-Cola,Tea,921,5498,1409,4089,4/25/2021,Mrs. Sherry Roberts,Kentucky,East Jodi,95306,1-993022-42-2
Wine,Pepsi,Alcoholic,919,1695,5408,-3713,11/19/2022,Johnny Haynes,Minnesota,Sandrabury,20008,1-245-64039-9
Lemonade,Pepsi,Soft Drink,268,9216,2609,6607,12/16/2020,Andrea Mendoza,Colorado,North Sean,20018,0-17-497025-0
Green Tea,Pepsi,Tea,180,8791,5039,3752,8/14/2021,Meghan Guerrero,Texas,Beckerbury,15561,1-72057-252-6
Wine,Dr. Pepper,Alcoholic,394,9202,2330,6872,12/23/2020,Andrew Vang,Michigan,Johnview,30259,1-952145-71-6
Wine,Pepsi,Alcoholic,873,4410,6234,-1824,5/23/2021,Austin Cantrell,Washington,New Matthew,93252,1-59289-914-5
Energy Drink,Dr. Pepper,Soft Drink,640,8833,7983,850,6/19/2023,Susan Herman,Georgia,Paulaland,54054,0-13-273692-6
Green Tea,Dr. Pepper,Tea,418,1684,6225,-4541,6/22/2022,Brooke Rogers,Pennsylvania,Autumnfurt,53250,1-76498-919-8
Wine,Dr. Pepper,Alcoholic,904,2586,6180,-3594,7/8/2022,Michael Welch,New York,West Stacy,87923,0-921063-35-0
Lemonade,Pepsi,Soft Drink,573,7924,853,7071,9/17/2020,Sherry Richardson,Minnesota,Port Jasonville,3667,1-81382-205-0
Cola,Coca-Cola,Soft Drink,249,2459,1353,1106,11/12/2020,Alexandra Medina,Texas,West Garychester,59570,0-88839-562-0
Cola,Pepsi,Soft Drink,493,8699,4191,4508,2/3/2023,Stacy Haney DDS,Wyoming,Port Brittany,3161,0-85813-153-6
Herbal Tea,Coca-Cola,Tea,425,7403,2915,4488,10/18/2022,Christopher Pitts,Kentucky,North Carolstad,1744,1-371-89171-0
Lemonade,Coca-Cola,Soft Drink,129,3927,5230,-1303,3/16/2020,Christopher Riley,New Hampshire,East Vincentstad,29645,0-9971892-8-2
Coffee,Pepsi,Coffee,947,3147,3558,-411,3/18/2022,Daniel Lane,Delaware,Sancheztown,11569,0-638-49101-0
Green Tea,Coca-Cola,Tea,667,9472,6566,2906,10/17/2021,Heather Davis,Wisconsin,New William,70360,0-305-83730-3
Beer,Dr. Pepper,Alcoholic,946,5494,5526,-32,1/31/2023,Joseph Harmon,Virginia,East Janet,82470,0-356-45359-6
Vodka,Dr. Pepper,Alcoholic,667,1343,7401,-6058,11/29/2021,Justin Bass,Wisconsin,Pattersonbury,80276,1-4964-0233-2
Coffee,Dr. Pepper,Coffee,766,1373,2866,-1493,11/13/2020,Shelby Fernandez,Washington,Jayhaven,99843,1-55483-681-6
Green Tea,Dr. Pepper,Tea,234,4986,7005,-2019,6/23/2021,Elizabeth Cameron,New Hampshire,Lake Alexandriaborough,26079,0-306-95337-4
Lemonade,Dr. Pepper,Soft Drink,783,3972,1842,2130,8/30/2022,Heidi Pearson,Vermont,Darrellshire,66875,1-58992-088-0
Cola,Coca-Cola,Soft Drink,614,1893,3652,-1759,6/10/2021,Susan Hebert,Arizona,North Robert,71649,0-637-23215-1
Herbal Tea,Coca-Cola,Tea,700,9785,1218,8567,1/9/2021,Thomas Hayes,Hawaii,Lake Colton,1364,1-385-17444-7
Herbal Tea,Pepsi,Tea,821,5008,732,4276,8/18/2021,Alexandria Jackson,Rhode Island,Ericburgh,88045,0-482-03203-0
Coffee,Pepsi,Coffee,779,3332,545,2787,5/26/2020,David Robles,Maine,Carlfurt,47780,0-626-59752-8
Black Tea,Dr. Pepper,Tea,348,6285,7038,-753,6/22/2023,Wayne Schultz,Maryland,New Jaimefort,58226,0-695-78249-5
Wine,Coca-Cola,Alcoholic,211,5829,1198,4631,1/31/2021,Jason Cummings,Hawaii,Nicoleton,84222,1-76870-364-7
Wine,Dr. Pepper,Alcoholic,775,8506,2880,5626,5/12/2020,Thomas Pitts,Connecticut,East Mary,6118,0-930088-87-5
Cola,Dr. Pepper,Soft Drink,705,8543,7778,765,5/4/2023,Eric Lewis,Kansas,South Johnview,98514,1-01-686938-X
Herbal Tea,Pepsi,Tea,198,5753,3387,2366,7/26/2023,Craig Jackson,Oklahoma,East Alexandriaport,72907,1-225-62268-9
Herbal Tea,Dr. Pepper,Tea,349,7635,4721,2914,3/15/2022,Samantha Spencer,Vermont,Wagnermouth,72790,0-16-998500-8
Green Tea,Dr. Pepper,Tea,736,7498,3763,3735,7/31/2020,Jennifer Webster,Oregon,Aprilbury,41406,1-354-86657-6
Energy Drink,Pepsi,Soft Drink,179,9441,1351,8090,2/14/2021,Kyle Johnson,Georgia,West Joelhaven,19930,0-900170-54-9
Beer,Pepsi,Alcoholic,816,9933,7537,2396,5/30/2022,Angela Henderson,Maine,East Monique,62215,0-477-17774-3
Herbal Tea,Coca-Cola,Tea,647,3350,577,2773,8/3/2022,Steven Figueroa,Arkansas,Jesustown,27075,1-60058-728-3
Cola,Dr. Pepper,Soft Drink,519,2451,6994,-4543,5/26/2022,Charles Andrews,North Dakota,Edwinland,6119,0-223-24689-1
Green Tea,Dr. Pepper,Tea,122,1496,4362,-2866,4/14/2023,Dan Hill,Wyoming,Dickersonburgh,82109,1-246-61194-5
Herbal Tea,Pepsi,Tea,543,3163,7802,-4639,5/4/2021,Jason Mcfarland,Idaho,East Lindsey,78485,1-932662-46-4
Wine,Coca-Cola,Alcoholic,679,1672,3741,-2069,6/15/2020,Olivia Gardner DDS,Kansas,Frederickbury,81162,1-55884-480-5
Herbal Tea,Dr. Pepper,Tea,283,6274,1882,4392,1/20/2021,Veronica Collins,North Carolina,Port David,96764,0-251-35462-8
Vodka,Dr. Pepper,Alcoholic,761,7150,3328,3822,12/8/2022,Dana Wyatt,Oklahoma,North Kevinland,97809,0-8187-1176-0
Green Tea,Pepsi,Tea,895,6589,4885,1704,1/30/2022,Deborah Douglas,Oklahoma,Arnoldshire,70656,1-4658-1599-6
Green Tea,Pepsi,Tea,219,8937,7664,1273,5/6/2023,Lisa Francis,Oregon,Barronview,82479,0-913244-73-2
Cola,Pepsi,Soft Drink,222,8110,5614,2496,3/7/2022,Kurt Mitchell,Colorado,Tapiafurt,8211,1-5093-2669-3
Beer,Coca-Cola,Alcoholic,697,7674,6868,806,2/12/2021,Pamela Taylor,Iowa,Peterville,5179,1-58395-991-2
Energy Drink,Dr. Pepper,Soft Drink,343,6575,571,6004,1/7/2020,Christopher Richardson,Connecticut,Maloneport,5006,1-04-506119-0
Cola,Coca-Cola,Soft Drink,948,4264,4227,37,2/14/2020,Dustin Reed,Tennessee,Lake Jessicamouth,63168,0-684-54277-3
Beer,Pepsi,Alcoholic,192,3488,2906,582,1/5/2022,Melvin Lee,Tennessee,North Thomas,91219,1-372-99981-7
Beer,Pepsi,Alcoholic,822,9798,6797,3001,7/12/2022,Janet Lee,Hawaii,Vargasside,70233,0-405-24222-0
Lemonade,Dr. Pepper,Soft Drink,387,5682,5146,536,2/14/2020,Paul Escobar,Nevada,Katherineland,98315,1-55892-969-X
